site_number,1,4,5,6,8,9,11,36,40,44,48,132,149,153,157,161,165
96,13.0,0.0,0.0,9.0,0.0,4.0,8.0,2.0,3.0,9.0,1.0,0.0,11.0,1.0,1.0,0.0,2.0
97,13.0,0.0,0.0,9.0,0.0,4.0,8.0,2.0,3.0,9.0,1.0,0.0,11.0,1.0,1.0,0.0,2.0
98,20.0,0.0,0.0,10.0,0.0,4.0,12.0,3.0,3.0,9.0,2.0,0.0,16.0,1.0,3.0,0.0,2.0
99,19.0,0.0,0.0,11.25,0.0,3.0,10.222222222222221,3.6666666666666665,3.0,9.0,1.3333333333333333,0.0,12.666666666666666,1.0,4.0,0.0,2.0
100,22.0,0.0,0.0,10.0,0.0,2.0,10.0,4.0,3.0,9.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0
101,22.0,0.0,0.0,10.0,0.0,2.0,10.0,4.0,3.0,9.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0
102,22.0,0.0,0.0,10.0,0.0,2.0,10.0,4.0,3.0,9.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0
103,22.0,0.0,0.0,10.0,0.0,2.0,10.0,4.0,3.0,9.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0
104,25.0,0.0,0.0,10.0,1.0,2.0,11.0,4.0,3.0,9.0,1.0,0.0,18.0,2.0,2.0,0.0,2.0
105,13.0,0.0,0.0,7.0,1.0,2.0,8.0,2.0,3.0,9.0,2.0,0.0,17.0,2.0,0.0,0.0,2.0
106,20.0,0.0,0.0,11.0,1.0,2.0,8.0,3.0,3.0,9.0,2.0,0.0,17.0,5.0,3.0,0.0,2.0
108,10.0,0.0,0.0,9.0,0.0,2.0,6.0,3.0,4.0,9.0,2.0,1.0,9.0,4.0,3.0,0.0,1.0
109,14.0,0.0,0.0,12.0,1.0,2.0,10.0,5.0,5.0,9.0,5.0,1.0,13.0,4.0,3.0,0.0,2.0
110,14.0,0.0,0.0,12.0,1.0,2.0,10.0,5.0,5.0,9.0,5.0,1.0,13.0,4.0,3.0,0.0,2.0
111,21.0,0.0,0.0,16.0,1.0,2.0,11.0,5.0,5.0,9.0,5.0,1.0,15.0,4.0,4.0,0.0,3.0
113,24.0,0.0,0.0,16.0,1.0,2.0,12.0,5.0,5.0,10.0,5.0,1.0,17.0,5.0,7.0,1.0,3.0
115,24.0,0.0,0.0,16.0,1.0,2.0,12.0,5.0,5.0,10.0,5.0,1.0,17.0,5.0,7.0,1.0,3.0
117,26.0,0.0,0.0,18.0,1.0,2.0,13.0,5.0,5.0,10.0,5.0,1.0,22.0,5.0,7.0,1.0,3.0
119,26.0,0.0,0.0,18.0,1.0,2.0,13.0,5.0,5.0,10.0,5.0,1.0,22.0,5.0,7.0,1.0,3.0
