timestamp,lat,long,bssid,signal_dbm,frequency,channel,ssid,devicename
20251024_143808,26.673382333333333,-81.80482416666666,2e:70:4e:d0:88:22,-49,5765,154,Bermuda,pole 14
20251024_143808,26.673382333333333,-81.80482416666666,28:70:4e:d0:88:22,-49,5765,154,Bermuda Guest WIFI,pole 14
20251024_143808,26.673382333333333,-81.80482416666666,84:1f:e8:ff:29:e9,-52,2412,1,ShellyPlusRGBWPM-841FE8FF29E8,Unknown
20251024_143808,26.673382333333333,-81.80482416666666,28:70:4e:d0:88:21,-60,2412,1,Bermuda 2G,pole 14
20251024_143808,26.673382333333333,-81.80482416666666,2e:70:4e:d0:88:21,-61,2412,1,Bermuda Guest WIFI 2G,pole 14
20251024_143808,26.673382333333333,-81.80482416666666,28:70:4e:dd:d0:49,-74,2437,6,Bermuda 2G,pole 13 SW
20251024_143808,26.673382333333333,-81.80482416666666,2e:70:4e:dd:d0:49,-76,2437,6,Bermuda Guest WIFI 2G,pole 13 SW
20251024_143808,26.673382333333333,-81.80482416666666,6a:4e:05:c3:64:61,-78,2412,1,venus-HQ2519QWPH9-5aa,Unknown
20251024_143808,26.673382333333333,-81.80482416666666,2e:70:4e:d0:88:fa,-78,5765,154,Bermuda,pole 11
20251024_143808,26.673382333333333,-81.80482416666666,28:70:4e:d0:88:fa,-79,5765,154,Bermuda Guest WIFI,pole 11
20251024_143808,26.673382333333333,-81.80482416666666,28:70:4e:d2:92:aa,-80,2437,6,Bermuda 2G,pole 12 N
20251024_143808,26.673382333333333,-81.80482416666666,2e:70:4e:d2:92:aa,-80,2437,6,Bermuda Guest WIFI 2G,pole 12 N
20251024_143808,26.673382333333333,-81.80482416666666,60:22:32:16:1e:33,-85,5805,162,Bermuda Guest WIFI,laundry1
20251024_143808,26.673380833333333,-81.80482666666667,2e:70:4e:d0:88:22,-49,5765,154,Bermuda,pole 14
20251024_143808,26.673380833333333,-81.80482666666667,28:70:4e:d0:88:22,-49,5765,154,Bermuda Guest WIFI,pole 14
20251024_143808,26.673380833333333,-81.80482666666667,84:1f:e8:ff:29:e9,-52,2412,1,ShellyPlusRGBWPM-841FE8FF29E8,Unknown
