timestamp,lat,long,bssid,signal_dbm,frequency,channel,ssid,devicename
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:e9:7e:62,-51,5200,41,Bermuda,Outside3
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9e:05:d6:96:2c:46,-65,2412,1,Bermuda Guest WIFI,inside2
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:e9:7e:61,-56,2412,1,Bermuda,Outside3
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,a2:05:d6:e9:7e:61,-55,2412,1,Bermuda Guest WIFI,Outside3
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:d6:2c:46,-65,2412,1,Bermuda,inside2
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,2a:70:4e:13:62:7a,-81,2437,6,Bermuda Guest WIFI,inside6
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,28:70:4e:d0:89:14,-76,2437,6,Bermuda,pole 21
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,2e:70:4e:d0:89:14,-76,2437,6,Bermuda Guest WIFI,pole 21
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,2e:70:4e:d3:d3:88,-78,2437,6,Bermuda Guest WIFI,pole 22 SW
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,f8:17:2d:76:5d:04,-71,2437,6,SmartLife-5D05,Unknown
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,28:70:4e:23:62:7a,-81,2437,6,Bermuda,inside6
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:d6:20:6e,-88,2437,6,Bermuda,inside1
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9e:05:d6:a6:20:6e,-88,2437,6,Private WIFI,Unknown
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,a2:05:d6:e9:8e:7d,-89,2437,6,Bermuda Guest WIFI,Outside6
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:e9:69:b5,-70,2462,11,Bermuda,Outside4
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,a2:05:d6:e9:69:b5,-68,2462,11,Bermuda Guest WIFI,Outside4
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,2e:70:4e:dd:d3:1f,-83,2462,11,Bermuda Guest WIFI,Unknown
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:d6:11:fe,-89,2462,11,Bermuda,inside3
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9e:05:d6:96:11:fe,-90,2462,11,Bermuda Guest WIFI,inside3
2025-10-14T15:19:47.918269+00:00,26.674714666666667,-81.8045235,9c:05:d6:e9:69:b6,-54,5200,41,Bermuda,Outside4
