timestamp,lat,long,bssid,signal_dbm,frequency,channel,ssid,devicename
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:88:31,-48,5765,154,Bermuda,pole 08
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:88:30,-60,2412,1,Bermuda,pole 08
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:88:30,-61,2412,1,Bermuda Guest WIFI,pole 08
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:89:0b,-85,2412,1,Bermuda Guest WIFI,pole 10
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:89:05,-84,2412,1,Bermuda,pole 06
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:89:20,-72,2412,1,Bermuda,pole 01 S
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:89:20,-74,2412,1,Bermuda Guest WIFI,pole 01 S
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:88:f6,-86,2437,6,Bermuda,pole 02 E
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:88:f6,-86,2437,6,Bermuda Guest WIFI,pole 02 E
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:87:c7,-89,2437,6,Bermuda,pole 05
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d2:8b:2d,-75,2462,11,Bermuda,pole 02 N
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d2:8b:2d,-75,2462,11,Bermuda Guest WIFI,pole 02 N
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:dd:d3:1f,-72,2462,11,Bermuda,pole 01 NE
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:dd:d3:1f,-74,2462,11,Bermuda Guest WIFI,pole 01 NE
20251020_141502,26.672923166666667,-81.80776616666667,28:70:4e:d0:87:dc,-76,2462,11,Bermuda,pole 07
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:87:dc,-76,2462,11,Bermuda Guest WIFI,pole 07
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:86:3e,-74,2462,11,Bermuda Guest WIFI,pole 09
20251020_141502,26.672923166666667,-81.80776616666667,2e:70:4e:d0:88:31,-47,5765,154,Bermuda Guest WIFI,pole 08
20251020_141502,26.672923166666667,-81.80776616666667,60:22:32:16:00:d3,-84,5240,49,Bermuda,laundry2
20251020_141502,26.672923166666667,-81.80776616666667,62:22:32:16:00:d3,-83,5240,49,Bermuda Guest WIFI,laundry2
20251020_141502,26.672922166666666,-81.80777066666667,28:70:4e:d0:88:31,-39,5765,154,Bermuda,pole 08
20251020_141502,26.672922166666666,-81.80777066666667,28:70:4e:d0:88:30,-56,2412,1,Bermuda,pole 08
20251020_141502,26.672922166666666,-81.80777066666667,2e:70:4e:d0:88:30,-58,2412,1,Bermuda Guest WIFI,pole 08
20251020_141502,26.672922166666666,-81.80777066666667,2e:70:4e:d0:89:0b,-85,2412,1,Bermuda Guest WIFI,pole 10
20251020_141502,26.672922166666666,-81.80777066666667,28:70:4e:d0:89:05,-84,2412,1,Bermuda,pole 06
20251020_141502,26.672922166666666,-81.80777066666667,28:70:4e:d0:89:20,-73,2412,1,Bermuda,pole 01 S
