timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Pvt.WFR_Denali.6222,02:17:1a:c5:bd:b9,-84,9,1,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Pvt.WFR_Aspen.4482,02:5e:3c:63:a7:86,-83,5,1,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,2e:70:4e:dd:d0:4a,-77,157,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,2e:70:4e:d2:c9:b1,-92,153,1,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda Guest WIFI,a2:05:d6:e9:8e:8d,-85,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda Guest WIFI,a2:05:d6:e9:8e:7e,-84,44,7,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,28:70:4e:d2:92:ab,-82,157,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda Guest WIFI,a2:05:d6:e9:8e:7d,-89,11,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,28:70:4e:d2:92:aa,-75,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,9c:05:d6:e9:8e:8d,-85,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,9c:05:d6:e9:8e:8e,-88,40,6,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda Guest WIFI,7a:83:c2:9a:33:47,-30,11,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Private WIFI,32:70:4e:d2:92:ab,-81,157,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,74:83:c2:9a:33:47,-30,11,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Private WIFI,32:70:4e:d2:92:aa,-83,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,28:70:4e:d0:88:22,-76,40,6,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Pvt.WFR_Spruce.9447,02:c8:1b:b3:68:41,-89,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Private WIFI,32:70:4e:d0:88:22,-86,40,6,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Private WIFI,a6:05:d6:e9:77:a5,-89,11,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Private WIFI,32:70:4e:d0:88:21,-73,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Private WIFI,a6:05:d6:e9:77:a6,-89,157,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda Guest WIFI,28:70:4e:dd:d0:4a,-77,157,9,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
2025-05-30T14:47:37.415124,26.673528399975957,-81.80382381191886,Bermuda,28:70:4e:d0:88:21,-73,6,10,Bermuda,74:83:c2:9b:33:47,-41,324.4214011913906,0,0
