timestamp,lat,long,ssid,bssid,signal_dbm,channel,channel_overlap,connected_ssid,connected_bssid,connected_rssi,site_number,iperf_direction,iperf_throughput_mbps,iperf_jitter_ms,iperf_loss_percent
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda,2e:70:4e:d0:87:dd,-70,44,9,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda,2e:70:4e:d0:87:dd,-70,44,9,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Freedom2190,2a:04:db:2d:1e:02,-74,1,18,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Freedom2190,2a:04:db:2d:1e:02,-74,1,18,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda,28:70:4e:d0:89:5f,-67,11,9,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda,28:70:4e:d0:89:5f,-67,11,9,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Freedom2190,2a:04:db:3d:1e:02,-84,48,1,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Freedom2190,2a:04:db:3d:1e:02,-84,48,1,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Private WIFI,32:70:4e:d0:89:5f,-67,11,9,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Private WIFI,32:70:4e:d0:89:5f,-67,11,9,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda Guest WIFI,2e:70:4e:d0:89:20,-72,11,9,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda Guest WIFI,2e:70:4e:d0:89:20,-72,11,9,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Pvt.WFR_Everest.5GHz.1768,02:8c:f2:00:71:6a,-91,165,2,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Pvt.WFR_Everest.5GHz.1768,02:8c:f2:00:71:6a,-91,165,2,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Private WIFI,32:70:4e:d0:87:dd,-70,44,9,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Private WIFI,32:70:4e:d0:87:dd,-70,44,9,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda Guest WIFI,2e:70:4e:d0:89:60,-81,149,10,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,Bermuda Guest WIFI,2e:70:4e:d0:89:60,-81,149,10,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,CC-4e75250ed09d,4e:75:25:0e:d0:9d,-83,1,18,Bermuda,28:70:4e:d0:88:31,-52,99,download,206.22578011984706,0,0
2025-05-30T22:26:38,26.67308307701427,-81.80777967377398,CC-4e75250ed09d,4e:75:25:0e:d0:9d,-83,1,18,Bermuda,28:70:4e:d0:88:31,-52,99,upload,77.72525338827145,0,0
